 ,x,1 (img_000000000_Default_000.tif),2 (img_000000001_Default_000.tif),3 (img_000000002_Default_000.tif),4 (img_000000003_Default_000.tif),5 (img_000000004_Default_000.tif),6 (img_000000005_Default_000.tif),7 (img_000000006_Default_000.tif),8 (img_000000007_Default_000.tif),9 (img_000000008_Default_000.tif),10 (img_000000009_Default_000.tif),11 (img_000000010_Default_000.tif),12 (img_000000011_Default_000.tif),13 (img_000000012_Default_000.tif),14 (img_000000013_Default_000.tif),15 (img_000000014_Default_000.tif),16 (img_000000015_Default_000.tif),17 (img_000000016_Default_000.tif),18 (img_000000017_Default_000.tif),19 (img_000000018_Default_000.tif),20 (img_000000019_Default_000.tif),21 (img_000000020_Default_000.tif),22 (img_000000021_Default_000.tif),23 (img_000000022_Default_000.tif),24 (img_000000023_Default_000.tif),25 (img_000000024_Default_000.tif),26 (img_000000025_Default_000.tif),27 (img_000000026_Default_000.tif),28 (img_000000027_Default_000.tif),29 (img_000000028_Default_000.tif),30 (img_000000029_Default_000.tif),31 (img_000000030_Default_000.tif),32 (img_000000031_Default_000.tif),33 (img_000000032_Default_000.tif),34 (img_000000033_Default_000.tif),35 (img_000000034_Default_000.tif),36 (img_000000035_Default_000.tif),37 (img_000000036_Default_000.tif),38 (img_000000037_Default_000.tif),39 (img_000000038_Default_000.tif),40 (img_000000039_Default_000.tif),41 (img_000000040_Default_000.tif),42 (img_000000041_Default_000.tif),43 (img_000000042_Default_000.tif),44 (img_000000043_Default_000.tif),45 (img_000000044_Default_000.tif),46 (img_000000045_Default_000.tif),47 (img_000000046_Default_000.tif),48 (img_000000047_Default_000.tif),49 (img_000000048_Default_000.tif),50 (img_000000049_Default_000.tif),51 (img_000000050_Default_000.tif),52 (img_000000051_Default_000.tif),53 (img_000000052_Default_000.tif),54 (img_000000053_Default_000.tif),55 (img_000000054_Default_000.tif),56 (img_000000055_Default_000.tif),57 (img_000000056_Default_000.tif),58 (img_000000057_Default_000.tif),59 (img_000000058_Default_000.tif),60 (img_000000059_Default_000.tif),61 (img_000000060_Default_000.tif),62 (img_000000061_Default_000.tif),63 (img_000000062_Default_000.tif),64 (img_000000063_Default_000.tif),65 (img_000000064_Default_000.tif),66 (img_000000065_Default_000.tif),67 (img_000000066_Default_000.tif),68 (img_000000067_Default_000.tif),69 (img_000000068_Default_000.tif),70 (img_000000069_Default_000.tif),71 (img_000000070_Default_000.tif),72 (img_000000071_Default_000.tif),73 (img_000000072_Default_000.tif),74 (img_000000073_Default_000.tif),75 (img_000000074_Default_000.tif),76 (img_000000075_Default_000.tif),77 (img_000000076_Default_000.tif),78 (img_000000077_Default_000.tif),79 (img_000000078_Default_000.tif),80 (img_000000079_Default_000.tif),81 (img_000000080_Default_000.tif),82 (img_000000081_Default_000.tif),83 (img_000000082_Default_000.tif),84 (img_000000083_Default_000.tif),85 (img_000000084_Default_000.tif),86 (img_000000085_Default_000.tif),87 (img_000000086_Default_000.tif),88 (img_000000087_Default_000.tif),89 (img_000000088_Default_000.tif),90 (img_000000089_Default_000.tif),91 (img_000000090_Default_000.tif),92 (img_000000091_Default_000.tif),93 (img_000000092_Default_000.tif),94 (img_000000093_Default_000.tif),95 (img_000000094_Default_000.tif),96 (img_000000095_Default_000.tif),97 (img_000000096_Default_000.tif),98 (img_000000097_Default_000.tif),99 (img_000000098_Default_000.tif),100 (img_000000099_Default_000.tif),101 (img_000000100_Default_000.tif),102 (img_000000101_Default_000.tif),103 (img_000000102_Default_000.tif),104 (img_000000103_Default_000.tif),105 (img_000000104_Default_000.tif),106 (img_000000105_Default_000.tif),107 (img_000000106_Default_000.tif),108 (img_000000107_Default_000.tif),109 (img_000000108_Default_000.tif),110 (img_000000109_Default_000.tif),111 (img_000000110_Default_000.tif),112 (img_000000111_Default_000.tif),113 (img_000000112_Default_000.tif),114 (img_000000113_Default_000.tif),115 (img_000000114_Default_000.tif),116 (img_000000115_Default_000.tif),117 (img_000000116_Default_000.tif),118 (img_000000117_Default_000.tif),119 (img_000000118_Default_000.tif),120 (img_000000119_Default_000.tif),121 (img_000000120_Default_000.tif),122 (img_000000121_Default_000.tif),123 (img_000000122_Default_000.tif),124 (img_000000123_Default_000.tif),125 (img_000000124_Default_000.tif),126 (img_000000125_Default_000.tif),127 (img_000000126_Default_000.tif),128 (img_000000127_Default_000.tif),129 (img_000000128_Default_000.tif),130 (img_000000129_Default_000.tif),131 (img_000000130_Default_000.tif),132 (img_000000131_Default_000.tif),133 (img_000000132_Default_000.tif),134 (img_000000133_Default_000.tif),135 (img_000000134_Default_000.tif),136 (img_000000135_Default_000.tif),137 (img_000000136_Default_000.tif),138 (img_000000137_Default_000.tif),139 (img_000000138_Default_000.tif),140 (img_000000139_Default_000.tif),141 (img_000000140_Default_000.tif),142 (img_000000141_Default_000.tif),143 (img_000000142_Default_000.tif),144 (img_000000143_Default_000.tif),145 (img_000000144_Default_000.tif),146 (img_000000145_Default_000.tif),147 (img_000000146_Default_000.tif),148 (img_000000147_Default_000.tif),149 (img_000000148_Default_000.tif),150 (img_000000149_Default_000.tif),151 (img_000000150_Default_000.tif)
649,648,20943.687,21212.316,21344.902,20418.534,20718.192,20445.036,20463.331,20174.468,20307.306,20493.173,21095.399,20351.877,20403.299,19782.621,20387.082,19976.330,19214.081,19021.220,18650.639,17869.348,17546.079,17967.633,18971.100,19237.176,19698.627,20476.936,19677.507,20855.818,19701.067,19612.897,20565.366,18798.457,20355.720,20843.054,19965.622,19880.640,21153.261,22690.582,19989.941,21160.013,20854.267,21294.839,20873.976,20667.392,20012.154,20716.263,20216.971,20473.058,21484.221,21976.194,21041.478,22105.906,21621.290,21730.660,22373.581,20681.644,20961.291,21011.649,21295.487,20934.315,21622.561,22181.503,21897.381,21746.221,22937.663,23305.586,22423.731,21273.652,21861.457,21436.709,21735.018,21674.084,22215.673,21515.292,21858.929,21440.157,22380.590,22369.221,21378.583,21349.745,21805.928,21703.167,21561.595,20789.226,21123.226,21114.319,21528.386,21648.593,21243.009,21236.402,21787.407,22125.339,21600.485,21096.798,21364.878,21105.265,21575.783,21500.564,21472.230,22597.213,22540.755,22488.657,23957.493,23981.589,22701.106,21410.779,21765.089,21443.441,20959.183,21157.306,21156.879,22176.636,22328.279,21303.300,21833.248,22026.650,22220.015,21538.314,21964.809,21673.015,21507.906,20800.541,22062.152,21493.764,21623.327,21947.559,22396.341,22093.730,21896.352,21443.175,21884.150,21798.955,21915.248,21707.546,21346.755,21873.858,21869.921,21504.181,21649.293,21587.534,21686.101,21555.012,22132.406,21611.154,21896.094,22873.337,21004.230,21620.063,20585.217,20251.487,22643.330
650,649,20876.963,21182.664,21258.151,20353.879,20667.649,20355.895,20367.904,20173.758,20236.667,20398.137,21041.884,20284.294,20310.052,19705.292,20333.543,19948.025,19119.187,18964.990,18573.287,17783.755,17437.662,17904.979,18874.919,19191.936,19641.259,20451.728,19614.736,20819.184,19648.874,19572.403,20497.623,18745.915,20333.240,20829.024,19909.790,19846.820,21120.998,22680.082,19950.105,21150.320,20866.751,21272.812,20867.497,20661.909,19982.299,20705.747,20206.806,20471.829,21484.992,21987.432,21035.185,22112.949,21576.154,21723.185,22329.199,20690.145,21004.976,21019.940,21264.097,20922.192,21601.264,22119.796,21887.127,21724.531,22888.892,23272.993,22417.676,21258.448,21847.806,21434.195,21716.867,21670.079,22207.807,21470.461,21855.174,21453.315,22366.874,22362.973,21343.567,21298.714,21779.313,21680.467,21506.235,20776.761,21112.941,21056.500,21502.794,21626.104,21226.769,21193.834,21770.391,22129.984,21544.342,21052.573,21381.034,21078.149,21579.179,21507.982,21454.291,22554.336,22572.511,22497.805,23959.885,23971.215,22689.057,21414.131,21725.855,21441.104,20952.796,21113.777,21150.278,22122.593,22294.569,21305.589,21848.822,21991.654,22204.264,21543.600,21907.473,21667.074,21467.249,20807.548,22053.295,21478.395,21583.324,21919.854,22389.144,22097.781,21885.746,21425.191,21859.152,21739.609,21925.941,21667.633,21323.202,21837.995,21868.605,21476.779,21623.340,21551.152,21680.567,21541.784,22091.444,21605.247,21856.798,22851.788,20954.494,21641.739,20579.460,20262.703,22707.044
651,650,20800.318,21138.693,21172.502,20292.679,20618.145,20283.522,20304.461,20142.434,20177.329,20321.654,20995.820,20193.672,20266.027,19674.050,20288.125,19906.678,19052.796,18932.504,18514.402,17699.068,17402.073,17897.536,18860.023,19167.204,19615.004,20447.670,19582.762,20765.364,19634.002,19550.725,20444.884,18688.720,20304.178,20844.348,19894.189,19799.615,21081.516,22661.239,19945.671,21138.444,20876.228,21262.616,20842.620,20654.861,19956.986,20664.527,20233.033,20454.723,21493.717,21980.320,21005.903,22112.382,21547.933,21705.694,22327.564,20657.086,20993.829,21038.866,21257.420,20919.061,21543.707,22107.651,21846.586,21667.569,22863.937,23269.414,22406.277,21217.658,21857.689,21402.453,21709.651,21648.088,22200.432,21418.538,21825.243,21424.775,22345.188,22303.423,21349.058,21248.706,21748.259,21636.543,21446.152,20736.318,21065.616,21001.178,21457.405,21637.408,21215.619,21189.900,21757.067,22086.667,21474.668,21046.518,21345.283,21042.530,21553.182,21474.300,21455.010,22519.706,22566.547,22465.633,23948.369,23976.212,22668.450,21377.840,21702.411,21432.026,20928.819,21032.814,21157.481,22086.666,22282.918,21282.500,21811.023,21968.438,22173.736,21530.338,21861.949,21623.907,21482.684,20751.530,22010.398,21451.732,21551.454,21876.457,22346.629,22079.345,21851.805,21408.372,21839.301,21756.602,21862.317,21644.254,21318.358,21782.538,21837.524,21450.973,21604.440,21512.089,21673.906,21511.239,22119.275,21566.796,21857.529,22792.726,20929.067,21619.720,20535.677,20219.497,22737.929
652,651,20695.883,21079.623,21047.777,20202.235,20544.802,20217.466,20207.563,20136.459,20103.390,20229.141,20959.057,20127.752,20212.985,19629.090,20255.497,19857.297,18986.887,18893.229,18463.942,17619.802,17306.140,17840.030,18810.176,19125.144,19552.697,20449.736,19565.442,20716.460,19623.154,19500.647,20402.980,18670.151,20289.768,20828.071,19840.902,19753.182,21019.193,22648.306,19900.186,21102.794,20921.647,21263.976,20827.821,20616.501,19931.936,20620.918,20190.382,20415.399,21499.410,22014.690,20996.630,22137.329,21483.406,21676.901,22334.623,20638.809,20996.501,21054.172,21252.603,20884.298,21531.459,22050.711,21839.020,21615.424,22836.861,23267.687,22410.365,21191.078,21835.840,21388.583,21681.541,21625.970,22193.169,21397.854,21764.229,21418.213,22327.982,22273.287,21292.241,21225.356,21739.648,21604.628,21405.651,20697.412,21017.731,20991.908,21425.369,21645.663,21186.473,21150.674,21766.264,22051.988,21435.704,21037.159,21346.314,21022.228,21557.544,21473.206,21449.414,22511.120,22561.681,22465.806,23954.019,23950.923,22667.486,21373.428,21651.096,21382.098,20892.622,21026.606,21118.034,22037.415,22297.024,21275.527,21762.931,21950.250,22149.873,21527.420,21803.437,21604.610,21453.877,20718.180,21985.106,21423.799,21571.688,21833.197,22320.491,22032.090,21819.136,21386.598,21763.551,21712.241,21829.343,21595.279,21308.708,21734.865,21812.325,21449.702,21558.413,21478.290,21660.146,21481.459,22093.935,21523.802,21813.214,22749.418,20891.454,21577.797,20512.004,20252.238,22845.311
653,652,20671.590,21091.341,21026.125,20156.963,20512.748,20183.215,20185.750,20150.062,20099.437,20219.603,20945.152,20111.961,20202.544,19635.388,20198.244,19873.199,18973.799,18925.671,18443.686,17606.429,17274.576,17846.768,18753.434,19115.075,19580.870,20474.840,19592.085,20742.785,19666.659,19474.669,20358.279,18688.196,20279.859,20848.530,19861.901,19729.278,21005.957,22613.112,19891.615,21130.911,20905.014,21252.425,20801.782,20601.211,19968.494,20571.382,20121.876,20395.842,21516.138,22015.111,20974.610,22132.980,21431.459,21634.175,22336.490,20604.511,20993.140,21042.948,21226.581,20892.938,21498.248,22040.249,21840.664,21571.603,22823.423,23218.560,22379.913,21162.241,21790.158,21376.905,21649.659,21654.330,22184.423,21309.030,21738.298,21393.459,22306.885,22241.050,21242.698,21184.867,21726.268,21594.020,21359.861,20684.320,20999.554,20931.861,21397.500,21600.936,21150.713,21144.212,21743.793,22016.297,21396.698,20982.418,21338.430,20991.054,21558.608,21444.491,21433.711,22521.121,22591.139,22467.668,23964.091,23943.523,22668.750,21374.686,21597.093,21382.078,20908.647,20980.372,21080.094,22022.655,22261.402,21238.287,21735.578,21891.519,22141.415,21471.507,21735.175,21583.862,21415.796,20695.590,21944.802,21375.690,21555.251,21839.655,22304.066,22000.217,21767.123,21334.752,21726.504,21676.057,21832.286,21544.757,21281.693,21687.354,21793.501,21430.247,21542.713,21429.610,21655.333,21470.768,22057.096,21511.803,21759.589,22713.643,20858.044,21519.425,20496.602,20246.971,22925.713
654,653,20584.867,21035.946,20962.692,20079.493,20463.426,20111.280,20129.351,20156.321,20032.880,20178.500,20864.127,20040.937,20111.467,19601.261,20149.098,19854.923,18922.783,18897.001,18411.151,17574.519,17249.315,17814.380,18745.491,19116.540,19548.860,20454.439,19578.195,20702.579,19652.279,19420.283,20349.276,18680.730,20276.253,20841.058,19816.830,19676.214,20931.028,22608.089,19867.806,21102.846,20908.270,21230.152,20788.022,20589.470,19924.428,20539.391,20112.412,20389.407,21498.717,22020.466,20973.249,22157.534,21395.331,21624.718,22373.641,20590.354,21003.258,21012.732,21214.554,20872.227,21485.656,21997.248,21824.982,21546.055,22784.648,23195.091,22375.780,21144.403,21770.705,21360.120,21633.724,21632.327,22162.454,21280.176,21696.341,21384.872,22294.799,22213.115,21225.264,21175.994,21705.737,21509.656,21302.855,20660.658,20948.506,20909.293,21356.837,21585.558,21159.643,21130.208,21734.267,21975.990,21358.785,20949.144,21327.443,20958.027,21526.148,21416.058,21412.856,22498.440,22593.382,22442.717,23964.699,23930.095,22651.521,21384.271,21571.322,21379.953,20864.864,20948.450,21019.624,21991.627,22255.542,21218.015,21698.641,21895.479,22114.373,21457.259,21686.425,21527.038,21420.530,20671.140,21931.669,21374.361,21557.965,21798.742,22246.809,21997.625,21712.871,21292.962,21723.252,21633.789,21820.452,21511.755,21272.975,21672.261,21758.122,21378.126,21517.673,21387.052,21637.042,21429.273,22052.504,21465.253,21715.261,22674.957,20841.931,21476.081,20446.083,20246.688,22986.718
655,654,20526.355,21026.144,20909.191,20029.146,20380.948,20051.629,20100.364,20168.356,19960.913,20129.237,20776.980,20014.850,20088.202,19595.023,20152.432,19824.016,18878.718,18874.415,18455.545,17544.157,17236.330,17787.575,18706.812,19105.460,19506.691,20421.888,19571.260,20680.204,19656.276,19394.176,20343.479,18688.320,20248.493,20815.581,19758.482,19627.866,20905.672,22572.490,19829.832,21076.357,20920.720,21233.539,20764.055,20581.213,19891.400,20507.380,20058.156,20342.629,21465.243,22026.502,20945.569,22171.143,21358.201,21597.017,22381.609,20574.567,21004.167,21011.282,21168.818,20858.848,21438.062,21969.034,21807.587,21546.620,22788.408,23145.365,22341.308,21167.138,21729.039,21344.711,21595.553,21615.822,22118.878,21268.750,21648.038,21333.672,22254.600,22217.457,21146.062,21146.839,21717.125,21515.101,21281.001,20658.228,20919.313,20846.965,21299.383,21572.997,21119.544,21116.484,21741.057,21923.531,21363.868,20904.279,21345.834,20925.894,21531.563,21384.736,21422.845,22459.567,22585.726,22447.646,23950.517,23905.133,22634.206,21356.834,21555.127,21368.805,20839.830,20918.805,20972.574,21958.090,22223.086,21174.593,21678.546,21840.813,22097.716,21438.022,21652.244,21477.052,21402.337,20650.622,21905.055,21363.358,21545.294,21786.373,22186.370,21951.640,21669.668,21269.277,21683.223,21581.714,21790.123,21460.547,21239.370,21654.073,21739.971,21369.761,21505.122,21373.593,21634.465,21372.348,21991.169,21449.200,21654.846,22645.233,20773.432,21478.679,20450.302,20241.524,23045.716
656,655,20538.408,20979.497,20882.764,19999.317,20349.598,19975.966,20102.995,20153.217,19896.607,20102.547,20731.492,20002.049,20047.569,19577.420,20129.103,19827.914,18836.347,18849.244,18436.912,17516.985,17191.722,17763.456,18696.404,19106.724,19463.857,20440.536,19567.153,20675.916,19686.964,19380.607,20361.647,18705.414,20268.970,20839.619,19747.576,19586.006,20850.970,22545.177,19811.190,21056.400,20946.607,21233.167,20707.764,20567.479,19846.743,20431.382,20050.293,20339.959,21464.619,22017.252,20942.044,22151.015,21319.463,21567.323,22382.939,20540.150,20984.650,21029.317,21134.492,20832.132,21392.498,21958.869,21761.124,21520.593,22789.779,23107.048,22338.283,21124.779,21677.667,21346.449,21575.477,21622.126,22104.904,21213.207,21595.802,21298.354,22231.938,22204.456,21076.481,21105.905,21712.924,21510.423,21240.272,20644.196,20913.632,20792.845,21257.166,21525.645,21080.905,21076.508,21695.932,21897.556,21352.144,20885.123,21328.984,20887.853,21495.562,21329.528,21404.512,22470.811,22586.672,22448.926,23960.087,23908.998,22636.443,21395.254,21521.690,21340.174,20859.314,20868.128,20974.536,21907.826,22199.046,21097.076,21667.505,21810.711,22092.729,21396.581,21620.494,21467.072,21396.326,20620.218,21868.035,21339.743,21511.959,21767.954,22134.625,21906.421,21620.972,21222.665,21626.926,21576.412,21762.105,21436.852,21228.041,21616.955,21712.404,21329.969,21455.992,21333.067,21636.450,21355.288,21975.051,21426.947,21613.556,22595.771,20734.008,21452.707,20416.465,20228.576,23108.383
657,656,20500.566,20892.428,20853.119,19921.777,20299.347,19893.264,20084.700,20120.586,19850.025,20048.999,20662.975,19995.484,20016.830,19517.210,20131.321,19801.098,18787.460,18805.067,18390.921,17467.293,17152.909,17722.820,18655.303,19061.899,19409.059,20457.704,19539.707,20635.115,19677.540,19329.846,20301.849,18702.984,20254.772,20806.788,19718.480,19540.228,20791.106,22503.340,19766.502,21036.113,20936.362,21248.866,20657.461,20527.836,19795.846,20421.052,19997.708,20308.508,21455.894,22010.203,20929.183,22166.086,21292.422,21562.087,22352.286,20481.983,20948.085,21002.901,21122.621,20798.320,21360.253,21930.405,21746.939,21488.643,22769.477,23070.692,22351.905,21089.827,21636.734,21325.485,21553.764,21653.872,22080.802,21183.807,21560.837,21300.037,22224.613,22162.105,21056.260,21115.138,21681.044,21446.293,21179.237,20613.322,20897.617,20746.128,21198.794,21492.075,21055.430,21063.567,21645.893,21826.412,21344.213,20881.216,21304.412,20908.392,21481.633,21287.141,21388.435,22426.189,22562.813,22426.178,23960.352,23853.445,22617.196,21347.010,21485.657,21364.750,20852.636,20835.380,20930.049,21861.772,22172.423,21083.884,21627.913,21800.427,22063.579,21369.758,21580.163,21403.221,21382.550,20575.966,21811.062,21302.376,21489.784,21729.954,22100.758,21890.317,21548.852,21161.799,21612.309,21560.567,21729.857,21420.710,21204.789,21627.694,21690.734,21315.086,21400.763,21306.598,21604.676,21306.179,21941.665,21399.341,21619.235,22581.096,20667.466,21411.093,20346.892,20238.340,23139.827
658,657,20465.778,20840.527,20843.995,19880.490,20241.299,19849.041,20077.811,20075.487,19823.446,20010.316,20597.279,20016.907,19985.760,19463.308,20086.738,19773.781,18703.280,18776.765,18353.198,17409.598,17103.603,17666.037,18608.296,19041.299,19385.266,20435.252,19507.059,20617.882,19658.122,19292.569,20227.433,18682.429,20227.886,20803.161,19682.957,19467.343,20769.957,22452.980,19730.270,20991.510,20931.523,21246.328,20638.318,20537.660,19748.397,20385.606,19963.064,20305.699,21449.074,22008.163,20892.505,22157.139,21320.819,21535.875,22332.389,20455.045,20933.014,21036.283,21122.688,20797.120,21301.715,21895.017,21733.995,21466.796,22804.429,23042.725,22305.050,21081.475,21581.001,21270.481,21521.655,21659.543,22050.679,21147.774,21509.093,21315.286,22176.127,22164.484,21014.278,21127.386,21711.001,21417.883,21102.805,20573.304,20853.192,20750.244,21163.751,21478.066,21004.112,21024.153,21650.538,21787.680,21347.736,20857.019,21272.592,20884.610,21476.141,21233.283,21395.098,22402.901,22551.105,22413.595,23937.351,23838.838,22598.005,21319.987,21454.753,21321.931,20781.917,20826.352,20936.873,21829.591,22146.296,21073.736,21609.713,21778.453,22059.801,21296.128,21538.224,21340.454,21339.562,20554.721,21785.386,21249.454,21479.028,21727.408,22046.317,21844.875,21524.028,21131.059,21538.773,21499.540,21705.779,21407.683,21172.685,21589.404,21668.269,21279.123,21377.879,21245.305,21600.856,21267.665,21901.039,21386.183,21531.185,22564.970,20572.182,21387.336,20321.461,20195.612,23194.174
659,658,20416.689,20793.580,20857.712,19834.749,20150.703,19801.289,20082.781,20009.269,19772.484,19968.065,20518.029,19985.127,19953.256,19434.198,20041.228,19733.988,18642.600,18737.530,18271.890,17350.765,17041.728,17617.734,18575.581,19019.977,19336.318,20440.006,19455.728,20588.161,19628.929,19268.694,20188.680,18657.193,20219.084,20791.721,19633.210,19408.066,20729.702,22405.008,19691.793,20946.880,20925.743,21263.779,20622.852,20490.519,19737.632,20326.654,19950.595,20298.411,21408.467,21976.908,20930.608,22106.499,21297.266,21490.013,22391.857,20408.186,20888.889,21023.748,21133.801,20752.522,21279.752,21864.264,21710.653,21428.090,22771.463,23013.743,22269.061,21050.687,21554.040,21263.103,21479.816,21640.230,22004.505,21096.802,21497.357,21272.102,22138.232,22141.383,20964.980,21077.008,21696.377,21420.800,21059.766,20577.147,20802.661,20656.033,21164.286,21448.712,20988.299,20998.559,21596.064,21776.094,21306.127,20838.822,21206.788,20855.530,21447.564,21200.422,21350.226,22429.611,22566.721,22404.990,23929.104,23849.789,22596.441,21344.957,21417.840,21261.501,20742.357,20791.120,20942.023,21743.478,22098.960,21022.716,21590.520,21738.645,22014.165,21225.281,21503.339,21327.259,21313.739,20563.200,21749.018,21241.975,21411.428,21661.580,22009.830,21829.927,21465.558,21076.025,21505.298,21447.493,21703.885,21393.650,21118.217,21533.640,21624.276,21227.381,21352.089,21201.632,21609.748,21272.469,21863.601,21363.012,21457.337,22528.746,20524.242,21351.989,20281.102,20126.623,23273.203
660,659,20367.715,20748.814,20860.443,19757.716,20079.243,19765.584,20073.889,19983.555,19733.556,19938.350,20497.209,19954.447,19922.899,19394.783,20000.758,19702.925,18557.391,18670.975,18188.767,17266.526,16969.196,17561.201,18539.524,18991.925,19267.809,20417.042,19391.895,20595.141,19595.753,19253.900,20130.532,18654.903,20211.607,20760.503,19586.913,19346.502,20687.831,22352.578,19634.288,20891.564,20882.004,21239.371,20552.017,20428.335,19682.092,20271.717,19879.718,20289.382,21372.872,21923.551,20900.834,22095.196,21289.131,21459.701,22364.348,20408.507,20885.107,20998.146,21109.907,20725.293,21228.141,21840.179,21684.256,21393.384,22762.374,22967.608,22252.594,21030.136,21512.604,21198.123,21440.151,21614.516,21990.752,21067.596,21454.206,21228.247,22114.291,22084.567,20914.439,21027.584,21665.242,21375.365,21024.715,20523.055,20745.391,20594.103,21128.547,21424.528,20976.339,20971.721,21588.211,21691.665,21234.935,20822.068,21156.357,20888.782,21408.205,21148.022,21318.213,22407.305,22556.683,22381.774,23885.263,23845.029,22553.037,21331.600,21396.204,21241.646,20710.022,20754.862,20891.663,21723.555,22100.683,20956.386,21549.866,21737.421,21993.745,21166.048,21485.549,21249.330,21283.160,20523.109,21717.866,21179.327,21360.387,21635.125,21971.547,21804.797,21438.635,21085.671,21462.801,21425.396,21635.323,21392.164,21115.074,21495.203,21601.264,21218.136,21284.414,21208.496,21541.469,21210.541,21865.586,21296.727,21441.985,22489.810,20451.197,21323.612,20260.074,20100.786,23334.971
661,660,20317.886,20682.526,20852.894,19712.268,20012.546,19728.291,20036.110,19928.548,19700.777,19882.291,20441.938,19891.496,19872.985,19337.857,19923.972,19689.669,18494.807,18613.830,18111.386,17217.118,16878.853,17489.826,18516.938,18942.940,19233.873,20385.233,19372.420,20574.609,19535.789,19245.916,20064.148,18652.328,20183.908,20724.052,19533.738,19281.641,20632.133,22303.320,19602.764,20873.307,20862.567,21207.662,20501.648,20440.425,19626.347,20245.271,19843.433,20282.711,21349.875,21899.406,20865.770,22064.435,21279.954,21503.339,22311.430,20364.846,20800.906,21007.703,21104.055,20653.789,21190.956,21818.787,21632.825,21357.320,22751.057,22931.130,22186.296,21011.999,21484.270,21152.464,21400.946,21611.460,21967.890,21009.888,21395.807,21213.594,22061.749,22077.200,20862.418,21007.210,21626.967,21344.827,20957.473,20492.306,20721.157,20559.663,21092.926,21377.352,20909.504,20947.214,21540.524,21662.049,21203.508,20780.312,21128.300,20843.837,21392.629,21126.361,21294.628,22386.761,22535.319,22399.498,23868.271,23813.257,22541.249,21366.213,21347.988,21196.870,20662.686,20731.563,20788.597,21697.168,22039.184,20917.920,21504.424,21685.471,21959.520,21081.181,21448.976,21190.360,21237.147,20485.452,21677.372,21159.797,21336.559,21611.978,21977.852,21756.549,21402.053,21019.780,21390.006,21382.994,21578.830,21381.652,21076.985,21470.493,21572.838,21179.930,21211.629,21129.388,21485.168,21168.218,21806.137,21238.705,21357.800,22465.930,20397.848,21295.620,20222.997,20061.656,23408.737
662,661,20263.139,20621.956,20833.963,19634.103,19936.651,19711.546,20018.475,19867.659,19643.112,19830.706,20382.600,19825.978,19863.512,19286.186,19896.232,19669.373,18451.770,18549.959,18041.805,17154.531,16801.392,17441.275,18486.198,18925.911,19188.140,20352.814,19339.235,20549.948,19481.434,19231.808,20021.720,18650.409,20157.286,20694.107,19472.973,19242.120,20555.665,22254.356,19527.010,20829.775,20838.935,21184.537,20452.024,20368.728,19586.716,20195.015,19788.873,20263.280,21298.003,21843.248,20863.523,22024.285,21265.293,21456.041,22260.793,20319.794,20743.141,20994.758,21053.894,20604.741,21139.525,21801.058,21608.816,21308.671,22703.819,22889.342,22139.983,20966.528,21481.415,21115.431,21359.812,21599.313,21917.756,20949.915,21387.152,21157.407,22019.774,22045.210,20803.929,20966.573,21600.413,21328.120,20902.246,20449.323,20671.420,20509.689,21060.614,21337.282,20821.109,20886.057,21471.484,21627.311,21149.113,20746.807,21081.079,20797.984,21324.303,21076.709,21253.654,22408.796,22505.520,22355.325,23875.632,23812.741,22533.451,21334.779,21291.527,21154.589,20620.850,20700.209,20768.821,21642.164,21966.054,20894.583,21482.098,21641.599,21903.259,20997.602,21400.566,21166.093,21177.402,20462.244,21631.183,21137.016,21310.734,21565.924,21930.908,21701.635,21349.074,20960.817,21316.126,21343.959,21566.084,21325.932,21023.072,21390.561,21495.560,21095.699,21159.500,21048.382,21438.974,21123.812,21740.447,21204.748,21282.223,22396.688,20347.453,21213.368,20180.391,20035.475,23483.507
663,662,20210.095,20560.119,20807.689,19570.171,19853.737,19664.563,20001.277,19814.017,19577.588,19794.936,20358.576,19760.571,19845.386,19230.802,19858.407,19650.985,18374.588,18430.180,17978.066,17074.543,16719.624,17389.418,18444.559,18887.764,19163.456,20339.069,19293.962,20490.785,19464.544,19190.852,19982.412,18606.677,20111.533,20650.875,19431.715,19217.552,20509.069,22209.417,19462.831,20785.183,20794.627,21169.335,20394.054,20304.081,19534.249,20149.825,19740.855,20217.518,21292.644,21786.590,20826.042,22002.797,21244.653,21387.646,22215.817,20287.470,20689.066,20980.547,21017.217,20566.570,21095.827,21756.668,21576.380,21267.702,22654.533,22835.463,22122.503,20941.946,21450.423,21077.546,21303.394,21544.708,21847.806,20928.599,21354.550,21109.479,21971.854,22005.102,20738.647,20928.473,21569.631,21307.982,20861.196,20404.126,20623.728,20439.430,21006.686,21284.998,20795.947,20838.264,21457.311,21602.674,21093.652,20709.619,21046.156,20748.291,21262.170,20994.317,21191.702,22399.355,22488.828,22307.582,23834.821,23799.367,22494.696,21284.118,21261.881,21114.271,20569.716,20640.207,20697.053,21600.808,21923.918,20855.824,21441.826,21592.270,21863.299,20954.981,21358.762,21094.530,21156.663,20421.238,21587.364,21078.180,21294.677,21539.621,21851.707,21672.177,21281.643,20899.389,21321.175,21293.847,21498.656,21319.991,20951.215,21319.085,21435.848,21024.980,21099.689,21009.555,21370.329,21063.091,21690.256,21130.642,21210.684,22360.128,20249.596,21135.192,20122.514,19997.822,23550.431
